Id,AB,AF,AH,AM,AR,AX,AY,AZ,BC,BD ,BN,BP,BQ,BR,BZ,CB,CC,CD ,CF,CH,CL,CR,CS,CU,CW ,DA,DE,DF,DH,DI,DL,DN,DU,DV,DY,EB,EE,EG,EH,EJ,EL,EP,EU,FC,FD ,FE,FI,FL,FR,FS,GB,GE,GF,GH,GI,GL,Target
7af31043202c,4.768668,15593.55072,1406.050632,504.724284,97.664256,61.977564,0.306936,148.336476,14.7588,90491.59194,296.604,2292.798798,1983.2907,5702.767338,3089.188524,598.3892460000001,2.94582528,1118.79936,209.46408,0.506256,13.82478,9.3969,460.974426,21.317688,84.36768000000001,538.0706399999999,2431.67502,2.86416,6.296832,1152.33849,1157.08752,313.549152,85.66074,60.96342,777.1878720000001,88.802352,53.69292,27779.286756,5.767632,B,1309.501908,942.323616,246.080016,604.8322559999999,196.27722,151449.29592,150.50490000000002,319.4799966,10.48176,5.28294,310.258908,3362.70627,35535.583224,416.290596,385.614816,0.54406956,payment_fraud
68729b79859b,13.229208,60719.34396,1022.401764,241.231524,97.664256,81.538236,0.306936,175.598928,14.7588,49945.617840000006,288.1296,2068.699824,2086.2924,6823.562351999999,3089.188524,510.65196,6.959027519999999,1140.109824,240.901938,0.3582,12.6027,12.9807,525.4560299999999,21.119076,426.317328,696.8868,2517.41244,2.86416,5.116176,1214.39322,1244.98272,293.896032,0.082764,20.91684,208.716288,103.857192,35.166444,21856.9407,0.36504,B,1309.501908,1128.630516,238.696704,371.234304,3.5622,42248.034516,132.841248,2.8476,9.99108,0.8127599999999999,169.333608,871.332756,223604.07636,558.194652,375.954384,35.64,payment_fraud
62176aa5de57,6.768432,21027.55908,1022.401764,939.580248,97.664256,50.071068,0.306936,134.61072,14.7588,53222.0292,292.3668,2167.282008,1527.3010800000002,6356.821512,3089.188524,1002.55428,7.239678479999999,1523.60304,105.808554,0.5659559999999999,12.6027,11.2536,335.06583,8.970642,259.763472,602.99856,5401.4574600000005,2.86416,3.77154,1271.4103799999998,939.06672,417.301248,0.165528,20.91684,230.331792,81.84744,43.5348,24889.455756000003,0.876096,B,226.43478,942.323616,288.95184,262.18080000000003,30.706164,227566.10556,93.081492,14.46405306,10.58964,12.841608,185.29584,871.332756,178866.00828,365.186382,291.14011200000004,42.768,no_fraud
43eab2b837d1,3.435492,11561.46288,1409.760666,94.58238,97.664256,61.339716,1.505448,111.847896,14.7588,53333.20206,237.2832,2540.754864,295.81338,614.6025960000001,3089.188524,530.008206,6.2875656,545.3195519999999,190.086828,0.305664,25.47273,6.40575,500.747148,11.718108,84.36768000000001,691.9281599999999,7310.033100000001,5.147064,4.296276,1605.96828,1118.74944,383.072064,0.0662112,20.91684,727.730952,83.11968,15.309738,12141.1221,0.036504,A,1309.501908,2031.690648,645.477696,607.98528,3.5622,61067.074944,139.655316,2.078748,14.087040000000002,0.8127599999999999,201.648756,871.332756,89894.045592,372.799548,231.48,263.736,no_fraud
aa6c6160804f,13.07538,47423.85912,1531.773756,343.767,97.664256,102.161988,0.306936,153.51672000000002,110.05848,91238.9286,279.65520000000004,3033.6657840000003,1141.1463,5061.996768,3089.188524,1530.632376,8.14868208,1004.826432,94.441296,0.5444640000000001,15.12324,7.1055,552.8010840000001,18.669528,514.207872,585.11952,8956.87278,2.86416,5.181768,2181.65184,1169.2224,370.379424,0.0662112,20.91684,477.10430400000007,122.219856,19.880892,19854.2307,0.036504,A,1309.501908,942.323616,521.450208,1854.80064,3.5622,337698.0714,144.815484,2.078748,5.96472,2.6821080000000004,410.106576,5182.73112,35218.030824,614.679432,632.2181760000001,263.736,no_fraud
9ef1886b810c,3.025284,76591.37376,4927.5522,72.878604,215.434008,59.957712,0.4640579999999999,176.279544,114.865632,89421.13968,262.7064,3697.950996,986.00292,9877.992804,13750.911012,149.99712,11.4792228,919.774848,69.97341,0.324768,65.53404,10.6101,522.31773,12.24774,510.956592,863.5483200000001,5176.01754,35.713548,3.968316,1937.58948,1054.05552,248.93952,30.374388,84.07140000000001,171.899856,114.035112,50.54874,21763.854456,7.738848000000001,B,670.1357519999999,1153.9905,860.6875679999999,301.319424,116.626428,80108.898732,127.747236,84.247074828,24.01896,7.558668000000001,320.472504,871.332756,105320.242548,229.51128,1741.377744,2.058768396,payment_fraud
6c6db7987cd5,4.255908,21855.96864,1370.204388,1304.307744,97.664256,51.55938,0.306936,89.841312,14.7588,54676.81644,233.046,1563.021036,,8767.831932,3089.188524,200.069688,6.996775680000001,3309.1154879999995,24.668592,0.291336,18.17844,10.3464,431.537172,17.345448,437.718336,339.70176,1614.64158,2.86416,5.017788,2274.99372,1100.6616,287.754432,3.558852,20.91684,369.026784,108.903744,46.243632,16642.737,0.584064,B,,1254.763068,576.809856,448.27776,4.488372,60880.224384,135.68595599999998,14.704957524,12.04776,0.8127599999999999,213.983208,1247.0251079999998,284072.9292,319.03854,622.588608,1.326139536,no_fraud
3db179cf1a7d,1.999764,2311.11936,1022.401764,389.81319600000006,97.664256,46.24398,0.306936,151.021128,14.7588,64895.03568,237.2832,2080.9590120000003,711.57138,3858.124788,3089.188524,423.52127999999993,13.15791432,679.080768,61.926924,0.3534239999999999,12.6027,10.7604,359.691024,14.697288,467.199552,739.55904,25240.86228,2.86416,4.296276,1112.1057,870.20064,324.44025600000003,0.0662112,20.91684,816.969024,59.116752000000005,45.759912,12911.0448,0.036504,A,1309.501908,942.323616,128.706624,855.977472,3.5622,50573.349864,113.854476,2.078748,5.96472,2.6821080000000004,298.929072,871.332756,122912.61924,535.3328280000001,276.140208,263.736,no_fraud
457d8d386eb2,2.974008,25784.38368,1022.401764,263.790072,97.664256,71.438976,0.306936,157.07104800000002,14.7588,61398.77148,241.5204,1810.39212,1200.88416,2583.552096,3089.188524,378.963312,5.43147552,664.8103679999999,152.062164,0.2340239999999999,12.6027,8.352,442.16554800000006,7.481052,469.054272,786.72432,1280.31354,2.86416,3.738744,1109.89188,623.8651199999999,287.181216,0.0662112,20.91684,355.33516799999995,59.116752000000005,26.507856000000004,15605.5212,0.036504,A,1309.501908,1252.8721919999998,45.940608,363.214656,3.5622,51358.840872,151.563396,2.078748,13.13352,2.113176,234.4104,871.332756,695221.66836,489.251964,172.313712,263.736,no_fraud
0ce8b2aeeead,6.563328,17679.68268,1691.880012,896.3956800000001,97.664256,59.319864,0.723492,40.761336,14.7588,83314.83012,309.3156,5693.350032,1628.3646600000002,4057.85067,3089.188524,1438.75914,8.8664112,962.395776,106.593132,0.3582,13.90116,12.1068,510.162048,7.0838280000000005,453.640224,755.22648,2121.0831,2.86416,3.673152,1974.63708,1032.15168,242.306592,5.959008000000001,20.91684,191.035776,92.87352,44.840844,17999.4465,3.358368,B,416.668824,942.323616,614.0910240000001,8920.658879999999,67.68180000000001,59387.26146000001,112.729824,49.901201904,13.90608,9.834396,256.17708,871.332756,188659.48176,297.069756,727.279296,4.554,no_fraud
1319c3883fff,2.922732,39801.788400000005,1022.401764,160.88295599999998,97.664256,45.71244,0.306936,126.06520799999998,51.10761600000001,36504.48828,220.3344,1472.984676,,4401.445968,3089.188524,458.81472,7.804615679999999,1025.661216,183.609498,0.219696,12.6027,10.7514,389.693172,13.57182,414.83904000000007,613.24176,9635.64066,2.86416,4.75542,1549.35774,856.28496,350.234976,6.703884,20.91684,155.728656,59.116752000000005,77.975664,17645.1042,0.511056,B,,942.323616,45.940608,226.812096,41.392764,83354.304312,109.951272,212.71572000000003,11.95032,3.4948680000000003,175.026432,1921.978044,74514.536712,443.305056,397.127088,0.615999996,no_fraud
fb786fb02a65,5.076324,20300.1216,1022.401764,226.849056,97.664256,82.3887,0.306936,164.255328,45.878784,46751.37564,237.2832,875.3874119999999,196.40658,17093.965884,3089.188524,296.906064,7.7767452,850.420704,83.712648,0.472824,12.6027,8.159400000000002,462.33435600000007,16.88202,523.3070399999999,652.6315199999999,1707.40404,8.988408,6.198444,1840.45248,1019.86416,405.918816,0.0662112,20.91684,340.457664,78.285168,39.132948,23638.1958,0.036504,A,274.136148,942.323616,683.0930880000001,249.637248,3.5622,74013.662784,110.414364,2.078748,5.96472,1.381692,237.535872,871.332756,1725480.8544,294.792504,462.620496,263.736,no_fraud
044fb8a146ec,4.563564,44796.58128,1022.401764,169.244856,97.664256,47.30706,0.65772,40.761336,1225.82376,68744.80944,288.1296,3894.555816,1796.6059799999998,72898.3137,3089.188524,986.56194,6.437603520000001,871.731168,366.452664,0.305664,12.6027,8.3178,380.696712,9.9306,412.98432,888.78384,2402.13792,2.86416,2.492496,1175.04144,634.06656,312.238944,13.738824,20.91684,108.77827200000002,88.20864,41.890152,16843.8756,1.971216,B,1309.501908,1103.9379,613.6960320000001,349.23168,51.29568,194376.59508,164.000724,97.836692076,582.01608,1.462968,196.904736,1753.3193159999998,102292.446024,544.575792,435.151536,1.159373496,malware_fraud
18dd7c934463,1.640832,13465.49952,1022.401764,55.411524,97.664256,45.44667,1.834308,102.39489600000002,188.996976,58137.3174,199.1484,1407.415824,213.27135,614.6025960000001,3089.188524,149.99712,6.811119359999999,731.4055679999999,191.108604,0.33432,12.6027,8.8704,325.83922800000005,16.352388,84.36768000000001,558.16128,5461.91538,2.86416,5.050584,1737.6228,879.1809599999999,343.76582399999995,0.0662112,20.91684,302.563152,95.502816,22.396236,6889.0332,0.036504,A,866.0866500000001,942.323616,580.881312,298.714752,3.5622,111377.037384,105.651132,2.078748,11.79024,1.706796,119.326056,871.332756,149445.09336,415.2636,544.703304,263.736,no_fraud
dd65e067165c,2.82018,33159.062640000004,1597.613796,154.45358399999998,97.664256,47.625984,0.306936,78.422088,14.7588,51943.9488,288.1296,1704.688416,973.21758,9752.1978,3089.188524,519.9164880000001,6.511043519999999,735.40128,96.229404,0.229248,12.6027,8.897400000000001,560.3330040000001,16.617204,479.674752,577.2508799999999,1840.0815,2.86416,4.001112,1406.31786,1357.93632,273.260256,0.082764,20.91684,246.179568,84.816,52.338504,18914.8368,1.46016,B,1309.501908,1269.556392,45.940608,521.756928,23.86674,81761.582952,111.208236,4.76973,5.96472,3.088488,197.57448,2447.936736,30297.018384000003,435.223044,420.67632,142.56,no_fraud
aa8185fbee33,4.717392,21467.12304,1022.401764,1747.07964,97.664256,60.06402,0.306936,158.05416,14.7588,59222.39136,271.18080000000003,2443.800456,1642.02528,24887.231328,3089.188524,1236.042444,9.56511936,1437.600096,27.00408,0.434616,12.6027,11.4786,268.554792,17.477856,437.108928,572.12928,2348.54538,2.86416,4.230684,1740.96612,1539.8832,264.580128,4.634784,20.91684,258.038448,147.15576,49.33944,27089.0748,1.09512,B,358.553052,942.323616,801.7729919999999,344.981952,29.92248,80845.925376,118.22077199999998,59.666564028,16.815360000000002,12.272676,535.9068239999999,871.332756,211081.96164,320.199492,791.075184,1.909285716,no_fraud
6c231f862f11,3.025284,75244.03392,4014.465804,103.092936,97.664256,28.809468000000003,1.191204,116.234088,45.288432,38158.99356,288.1296,1088.727804,32.9793,3560.731752,13515.142188,335.067096,6.49690632,936.233376,109.476,0.253128,12.6027,6.82785,365.591028,30.917268,492.04838400000006,355.4856,2240.34912,2.86416,5.509728,2215.26576,1559.31936,217.740192,0.0662112,20.91684,283.319424,113.823072,11.270676,2227.1292,0.036504,A,1309.501908,1617.700032,3997.562112,1465.265088,3.5622,97022.871936,124.472514,2.078748,15.95232,0.8127599999999999,192.886272,3482.521812,16888.328928000003,333.193224,1271.041248,263.736,no_fraud
8e5a0d625d98,8.409264,60590.04336,1022.401764,152.3724,134.005176,77.179608,0.3580919999999999,140.96313600000002,14.7588,64221.09516,186.4368,2521.933704,4135.72926,9390.854736,3089.188524,2479.474452,9.95523264,1097.203488,199.465272,0.305664,19.17138,6.100199999999999,437.89746,27.408456,257.827056,752.6191200000001,1349.28666,2.86416,6.952752,3020.46372,1572.62448,510.326016,130.932648,28.2828,52.01736,129.598848,17.075316,23003.799456,3.577392,B,413.363808,1173.789084,280.262016,1816.004736,55.2141,129455.99688,130.98888,179.13805164,18.67368,2.357004,110.061264,1873.744404,84223.95066,234.556956,1397.552784,0.22077876,no_fraud
cf84868cd1ce,14.562384000000002,52634.07072,1022.401764,523.1576279999999,128.87654400000002,45.606132,0.306936,171.66648,71.432592,49461.51972,275.418,4077.731484,4135.72926,9493.857108,14026.0557,3745.406028,5.46819552,1368.05568,204.866088,0.434616,12.6027,7.035299999999999,470.033652,12.90978,439.484736,653.60928,1288.56264,6.621264,2.0333520000000003,2436.87366,1081.81056,583.206336,1936.26378,20.91684,353.286816,200.505024,23.653908,15881.9241,510.836976,B,1309.501908,942.323616,664.133472,305.157888,18943.850844,94008.918504,132.510468,1655.1928656,27.55464,4.0638000000000005,284.08308,2678.82216,19593.035568,388.874268,1479.095472,2.131849368,payment_fraud
78f3ccd568c6,3.948252,23129.9244,1379.087568,164.153388,97.664256,64.741572,0.306936,123.040248,14.7588,82600.90764,233.046,2222.473788,1532.0526,4035.094332,3089.188524,552.0114599999999,8.3585736,642.358272,88.383624,0.401184,12.6027,9.0306,437.018736,16.88202,484.022304,582.79152,4934.98416,2.86416,5.312951999999999,1674.28044,1017.44736,311.58384,0.0662112,20.91684,1095.113664,78.87888000000001,46.92084,11360.5713,0.036504,A,1309.501908,1554.4113000000002,63.624096,245.456064,3.5622,72617.49384,163.537632,2.078748,5.96472,7.152288,324.26772,871.332756,134833.32636,631.200672,939.993984,263.736,no_fraud
5a87a6061488,8.768196,20454.687,1835.055972,1139.336748,97.664256,60.382944,0.442134,131.43451199999998,14.7588,59357.48628,254.232,2163.92472,1928.49192,9047.440908,3089.188524,4203.779579999999,6.11968176,1758.208416,72.23591400000001,0.639984,12.6027,11.5938,306.98850600000003,10.725048,488.843472,279.942,5402.14932,2.86416,2.918844,949.48029,779.12544,426.964032,2.48292,20.91684,368.649456,101.270304,61.238952000000005,15180.6141,1.168128,B,157.88916,1185.912936,368.497152,611.206848,17.169804,31067.2743,68.669928,23.492902248,7.422839999999999,6.258252000000001,394.1443440000001,871.332756,24389.179056,341.453844,193.177776,3.801600000000001,no_fraud
810ff5afd0e2,9.691164,31020.84744,22921.478376,116.397648,2082.413376,47.944908,7.147224,200.857344,649.80888,38073.90006,237.2832,10545.139872,4135.72926,8315.31834,45759.22266,1302.769104,7.01454816,971.81424,86.011644,2.688888,380.25783,2.8818,3106.49856,32.108940000000004,590.27568,2281.57968,12945.4989,44.52084,7.871039999999999,3978.18936,859.56672,332.21961600000003,0.082764,299.39364,142.8456,1139.50296,113.142108,36152.9643,1.752192,B,64.73610000000001,12410.041644,655.68672,788.530176,137.1447,91516.709328,171.93944399999998,22.840125,21.93096,9.590568,151.027272,2188.588164,83675.372328,157.889472,102.345024,171.072,no_fraud
2471b27e99fc,2.358696,2311.11936,1022.401764,214.027476,115.913376,8.398332,0.306936,107.461704,123.383568,70321.84368,211.86,3003.8062680000003,550.11348,614.6025960000001,3089.188524,1682.3941679999998,6.4428912,280.6512,162.79081200000002,0.269844,12.6027,0.8307,362.201664,29.096658,447.91488,676.19088,1245.66732,2.86416,7.001945999999999,1744.2190799999998,1718.43384,301.020288,0.0662112,20.91684,251.408256,87.275664,25.346928,16244.7255,0.036504,A,1309.501908,942.323616,45.940608,103.295808,3.5622,170640.01632,43.0014,2.078748,15.5556,0.8127599999999999,258.297936,871.332756,414836.75604,204.193596,945.765552,263.736,no_fraud
4401d2485580,5.794188,2311.11936,1022.401764,452.025732,97.664256,22.537296,0.350784,40.761336,50.264256,26223.08412,241.5204,1282.12794,2691.57978,7660.211639999999,3089.188524,22022.444808,7.98189984,2105.454816,244.934304,0.319992,12.6027,9.9576,316.089576,19.397772,454.333536,220.74096,2914.22076,2.86416,2.8532520000000003,2733.75144,1182.5784,333.6936,0.0662112,20.91684,33.15096,59.116752000000005,45.663168,13333.9275,0.036504,A,891.947628,1353.199848,2574.254016,90.409536,3.5622,63116.771688,54.512544,2.078748,11.80416,0.8127599999999999,160.068816,1676.940552,370475.00064,197.5851,1490.206512,263.736,no_fraud
8d0d4a6510bf,4.050804,15007.98816,1022.401764,169.170528,204.20136,55.492776000000006,0.306936,215.074656,14.7588,34927.35816,233.046,1684.137744,138.13794,32695.4499,3089.188524,456.388296,6.234101279999999,727.124448,143.267592,0.324768,13.97754,6.5007,525.56064,16.352388,451.255584,564.0744,3611.08344,2.86416,4.75542,2598.5277,949.21728,223.881792,0.0662112,20.91684,203.595408,72.602496,25.782276,17307.607799999998,0.036504,A,1309.501908,1808.56728,621.65664,5480.161344,3.5622,88707.033864,109.223556,2.078748,5.96472,0.8127599999999999,214.652952,871.332756,713970.06708,276.708444,1221.90576,263.736,no_fraud
0cdf781c81b9,6.6658800000000005,74792.89752,1022.401764,308.870004,97.664256,59.957712,0.306936,69.9522,14.7588,54756.06126,266.9436,1930.160826,68.17805999999999,40388.543904,3089.188524,169.73938800000002,8.6974992,670.328256,74.15174400000001,0.434616,12.6027,6.526800000000001,469.113084,16.551000000000002,452.953536,794.63952,1746.9997200000005,2.86416,3.050028,2039.877,924.56592,134.378208,0.0662112,20.91684,1162.924896,82.017072,58.143144,18192.9936,0.036504,A,1309.501908,1252.8721919999998,86.351328,860.501376,3.5622,452743.93752,169.227048,2.078748,15.36072,2.0319000000000003,373.326468,871.332756,5845.746024,391.865952,1190.27016,263.736,no_fraud
7392d21fc103,2.768904,2311.11936,1022.401764,296.21566199999995,134.66592,57.831552,1.446984,100.39086,66.62544,57275.88354,241.5204,2093.319936,333.79428,7102.00992,3089.188524,495.652248,11.77984944,832.725408,195.77958,0.303276,12.6027,9.37845,293.95410000000004,17.610264,436.199232,734.0183999999999,3311.10891,2.86416,4.26348,1518.68052,1239.00432,272.727984,0.0662112,20.91684,216.586272,59.116752000000005,32.022264,2227.1292,0.036504,A,931.999068,942.323616,696.036672,363.488832,3.5622,885531.6063599999,138.993756,2.078748,5.96472,4.145076,231.954672,871.332756,782026.90008,372.710244,1500.962616,263.736,no_fraud
1e5e59a7f331,3.691872,36473.68824,1022.401764,174.410652,104.58633600000002,63.146952,0.380016,139.980024,14.7588,41279.6958,228.8088,1258.72866,617.51004,4066.089408,3089.188524,596.12826,9.3861828,847.2812160000001,193.29812400000003,0.315216,22.5321,9.9288,384.75558,20.721852,84.36768000000001,759.6264,2005.0635,13.545792,7.346304,2701.62846,1088.73024,352.036512,0.0662112,20.91684,145.055664,95.587632,18.38136,15583.9758,0.036504,A,290.954664,1095.707028,589.14576,436.008384,3.5622,94734.401736,131.055036,2.078748,5.96472,0.8127599999999999,90.41544,1674.237348,121117.3722,365.47662,677.5573919999999,263.736,no_fraud
8457871d9624,12.767724,31732.02252,1022.401764,765.76422,97.664256,102.799836,0.306936,172.876464,14.7588,83259.12384,347.4504,3116.0719440000003,4135.72926,11484.401538,3089.188524,456.719172,9.1234512,958.685472,181.857882,0.410736,21.23364,9.053999999999998,546.8801579999999,9.9306,462.127776,696.46776,3377.3944200000005,2.86416,3.60756,1490.33007,2870.42064,416.40048,0.082764,20.91684,346.33320000000003,118.487952,51.75804000000001,19204.795956,0.073008,B,1309.501908,942.323616,339.69312,16499.157696000002,12.325212,91763.16342,142.2354,49.26348,17.74104,18.69348,316.565664,979.2489,86091.368724,631.111368,507.496752,7.128,no_fraud
3840054e6aa5,5.332704,32082.75312,1255.036572,383.606808,97.664256,72.50205600000001,0.306936,139.14816,14.7588,66302.9376,292.3668,2190.63042,672.99654,6454.70643,3089.188524,529.842768,9.51260976,941.275584,168.739008,0.300888,12.6027,5.8662,385.98997800000006,12.843576,438.305664,441.156,10304.24352,2.86416,3.476376,1633.3925400000005,1124.5752,276.453888,6.455592000000001,20.91684,342.344304,70.566912,41.84178,19199.7711,0.438048,B,339.567228,942.323616,45.940608,496.464192,23.296788,49455.705036,143.095428,137.0638062,17.567040000000002,5.68932,245.126304,871.332756,17381.348712,492.645516,1002.956544,0.548307696,no_fraud
6ef1fe86ad00,7.024811999999999,29850.0708,1357.454412,1791.825096,97.664256,96.20874,0.6650280000000001,75.54837599999999,14.7588,61224.55752,245.7576,1747.671876,,25540.378152,3089.188524,149.99712,7.0471555200000005,1052.394432,165.03507000000002,0.386856,12.6027,9.0378,461.413788,15.359328,84.36768000000001,542.33088,3084.4715399999995,2.86416,5.608116,1730.43918,1165.788,282.677376,19.86336,20.91684,422.661264,92.110176,40.584108,20683.1502,3.6504,B,,1326.727584,460.135296,524.293056,57.493908000000005,69377.343432,117.956148,71.201334816,15.57648,6.664632000000001,447.835488,871.332756,43033.86144,488.001708,426.108384,1.485,no_fraud
